Player,Season,Position,Team,TotalInjuryCount
Oren O'Neal,2009,RB,Raiders,1
Orien Harris,2009,DT,Bengals,1
Ovie Mughelli,2009,RB,Raiders,1
Brendon Ayanbadejo,2009,LB,Ravens,1
Nate Davis,2009,QB,Niners,1
Mike Hamlin,2009,S,Falcons,1
Brian Waters,2009,G,Chargers,1
Brian Witherspoon,2009,CB,Lions,1
Mike Mitchell,2009,S,Raiders,1
Mike Nugent,2009,K,Buccaneers,1
Brian Williams,2009,CB,Falcons,1
Mike Richardson,2009,CB,Chiefs,1
Brian Westbrook,2009,RB,Giants,1
Mike Scifres,2009,P,Cowboys,1
Mike Tolbert,2009,RB,Chargers,1
Brian Clark,2009,WR,Buccaneers,1
Brian Robison,2009,DE,Vikings,1
Mike Wright,2009,DT,Patriots,1
Miles Austin,2009,WR,Cowboys,1
Montell Owens,2009,RB,Jaguars,1
Brian Leonard,2009,RB,Bears,1
Na'il Diggs,2009,LB,Bills,1
Brian Finneran,2009,WR,Raiders,1
Marcedes Lewis,2009,TE,Jaguars,1
Champ Bailey,2009,CB,Broncos,1
Chris Snee,2009,G,Giants,1
Kevin Curtis,2009,WR,Giants,1
Chris Kelsay,2009,DE,Chiefs,1
Kenny McKinley,2009,WR,Broncos,1
Kentwan Balmer,2009,DT,Niners,1
Kerry Rhodes,2009,S,Dolphins,1
Chris Johnson,2009,RB,Titans,1
Kevin Bentley,2009,LB,Texans,1
Kevin Burnett,2009,LB,Cowboys,1
Kevin Ellison,2009,S,Chargers,1
Kenneth Darby,2009,RB,Rams,1
Kevin Kaesviharn,2009,S,Titans,1
Chris Horton,2009,S,Redskins,1
Kevin Payne,2009,S,Panthers,1
Chris Horton,2009,S,Eagles,1
Kevin Williams,2009,DT,Vikings,1
Khalif Barnes,2009,T,Raiders,1
Kirk Chambers,2009,T,Bills,1
Kenny Britt,2009,WR,Titans,1
Kendall Simmons,2009,G,Bills,1
Chris Ellis,2009,DE,Bills,1
Keenan Lewis,2009,CB,Steelers,1
Kareem Moore,2009,S,Eagles,1
Kareem Moore,2009,S,Redskins,1
Chris Simms,2009,QB,Broncos,1
Kasey Studdard,2009,G,Texans,1
Kassim Osgood,2009,WR,Chargers,1
Kawika Mitchell,2009,LB,Bills,1
Keenan Burton,2009,WR,Rams,1
Keith Brooking,2009,LB,Cowboys,1
Kendall Langford,2009,DE,Dolphins,1
Chris Samuels,2009,T,Eagles,1
Keith Zinger,2009,TE,Falcons,1
Keiwan Ratliff,2009,CB,Steelers,1
Kellen Davis,2009,TE,Bears,1
Chris Myers,2009,C,Texans,1
Kelly Talavou,2009,DT,Ravens,1
Chris McAlister,2009,CB,Saints,1
Chris Henry,2009,WR,Bears,1
Kris Brown,2009,K,Texans,1
Mansfield Wrotto,2009,G,Seahawks,1
Lito Sheppard,2009,CB,Dolphins,1
Chase Coffman,2009,TE,Bengals,1
Chase Blackburn,2009,LB,Giants,1
Leonard Davis,2009,G,Falcons,1
Charlie Frye,2009,QB,Raiders,1
Leroy Harris,2009,G,Titans,1
Levi Brown,2009,T,Bengals,1
Levi Brown,2009,T,Cardinals,1
Charles Grant,2009,DE,Saints,1
Chauncey Davis,2009,DE,Falcons,1
Charles Godfrey,2009,G,Panthers,1
Louis Murphy,2009,WR,Raiders,1
Louis Vasquez,2009,G,Cowboys,1
Luke Lawton,2009,RB,Jets,1
Lydon Murtha,2009,T,Dolphins,1
Mackenzy Bernadeau,2009,G,Panthers,1
Devin Aromashodu,2009,WR,Bears,1
Le Kevin Smith,2009,DE,Broncos,1
Lawrence Tynes,2009,K,Giants,1
Kyle DeVan,2009,G,Colts,1
Chris Brown,2009,RB,Texans,1
Kyle DeVan,2009,T,Colts,1
Chris Chambers,2009,WR,Chiefs,1
Chris Chamberlain,2009,LB,Rams,1
Kyle Williams,2009,DT,Chiefs,1
Chris Canty,2009,DT,Cardinals,1
Chris Canty,2009,DE,Giants,1
LaDainian Tomlinson,2009,RB,Cowboys,1
LaRon Landry,2009,S,Redskins,1
Chaz Schilens,2009,WR,Jets,1
Langston Walker,2009,T,Raiders,1
Lardarius Webb,2009,CB,Ravens,1
Chester Taylor,2009,RB,Vikings,1
Larry Grant,2009,LB,Rams,1
Larry Izzo,2009,LB,Dolphins,1
Chester Pitts,2009,G,Texans,1
Larry Johnson,2009,RB,Bengals,1
Aaron Brown,2009,RB,Lions,1
Player,Season,Position,Team,TotalInjuryCount
Chad Clifton,2010,T,Packers,20
Charles Woodson,2010,CB,Packers,19
Cullen Jenkins,2010,DE,Packers,18
Clay Matthews,2010,LB,Packers,16
Darrelle Revis,2010,CB,Jets,16
Nick Cole,2010,G,Eagles,16
Brett Favre,2010,QB,Vikings,16
Tom Brady,2010,QB,Patriots,16
Nick Mangold,2010,C,Jets,15
Ryan Pickett,2010,DE,Packers,15
Kellen Winslow,2010,TE,Buccaneers,15
Shaun Rogers,2010,DT,Browns,15
Dwight Freeney,2010,DE,Colts,15
Owen Daniels,2010,TE,Texans,14
Jahvid Best,2010,RB,Lions,14
Osi Umenyiora,2010,DE,Giants,14
Clint Session,2010,LB,Colts,14
Shaun O'Hara,2010,C,Giants,14
Aaron Smith,2010,DE,Steelers,14
Andre Johnson,2010,WR,Texans,13
Matthew Stafford,2010,QB,Lions,13
Curtis Lofton,2010,LB,Falcons,13
Kenyon Coleman,2010,DE,Browns,13
Joseph Addai,2010,RB,Colts,13
Darcel McBath,2010,S,Broncos,13
Robert Mathis,2010,DE,Colts,12
Chaz Schilens,2010,WR,Raiders,12
Deandre Levy,2010,LB,Lions,12
Gary Brackett,2010,LB,Colts,12
Tony Brown,2010,DT,Titans,12
Tom Zbikowski,2010,S,Ravens,12
Chris Cook,2010,CB,Vikings,12
Bradie James,2010,LB,Cowboys,12
Bob Sanders,2010,CB,Colts,12
Chris Johnson,2010,CB,Raiders,11
Chris Ivory,2010,RB,Saints,11
Nick Collins,2010,S,Packers,11
Todd Heap,2010,TE,Ravens,11
Austin Collie,2010,WR,Colts,11
Tavares Gooden,2010,LB,Ravens,11
Calvin Pace,2010,LB,Jets,11
Mike Hart,2010,RB,Colts,11
Damien Woody,2010,T,Jets,11
Donovan McNabb,2010,QB,Redskins,11
Pierre Thomas,2010,RB,Saints,11
Mario Williams,2010,DE,Texans,11
Clark Haggans,2010,LB,Cardinals,11
Brandon Siler,2010,LB,Chargers,11
Andre' Goodman,2010,CB,Broncos,11
Floyd Womack,2010,G,Browns,11
Charlie Johnson,2010,T,Colts,11
Zach Miller,2010,TE,Raiders,11
Josh Cribbs,2010,WR,Browns,11
Steve Breaston,2010,WR,Cardinals,10
John Abraham,2010,DE,Falcons,10
Antonio Gates,2010,TE,Chargers,10
LaRon Landry,2010,S,Redskins,10
Reggie Bush,2010,RB,Saints,10
Larry English,2010,LB,Chargers,10
Jamarca Sanford,2010,S,Vikings,10
Cliff Avril,2010,DE,Lions,10
Michael Hoomanawanui,2010,TE,Rams,10
Demetress Bell,2010,T,Bills,10
Clinton Portis,2010,RB,Redskins,10
Hiram Eugene,2010,S,Raiders,10
John St. Clair,2010,T,Browns,10
Malcom Floyd,2010,WR,Chargers,10
Marcus Benard,2010,LB,Browns,10
John Sullivan,2010,C,Vikings,10
Johnathan Joseph,2010,CB,Bengals,10
Xavier Adibi,2010,LB,Texans,10
Fred Taylor,2010,RB,Patriots,10
Anthony Waters,2010,LB,Saints,10
Justin Durant,2010,LB,Jaguars,10
Troy Polamalu,2010,S,Steelers,10
Donald Driver,2010,WR,Packers,9
Pisa Tinoisamoa,2010,LB,Bears,9
Brad Smith,2010,WR,Jets,9
Nnamdi Asomugha,2010,CB,Raiders,9
Ryan Mathews,2010,RB,Chargers,9
Kevin Bentley,2010,LB,Texans,9
Terrence McGee,2010,CB,Bills,9
Jerraud Powers,2010,CB,Colts,9
Brian Dawkins,2010,S,Broncos,9
Mike Williams,2010,WR,Seahawks,9
John Henderson,2010,DT,Raiders,9
Jamal Williams,2010,DT,Broncos,9
Chris Clemons,2010,DE,Seahawks,9
Jake Delhomme,2010,QB,Browns,9
Early Doucet,2010,WR,Cardinals,8
Kareem Moore,2010,S,Redskins,8
Darell Scott,2010,DT,Rams,8
Louis Delmas,2010,S,Lions,8
Donte' Stallworth,2010,WR,Ravens,8
William Beatty,2010,T,Giants,8
Channing Crowder,2010,LB,Dolphins,8
Jonathan Fanene,2010,DE,Bengals,8
Brandon Banks,2010,WR,Redskins,8
Jeremy Shockey,2010,TE,Saints,8
Sione Po'uha,2010,DT,Jets,8
Zach Strief,2010,T,Saints,8
Roddy White,2010,WR,Falcons,8
Percy Harvin,2010,WR,Vikings,8
Mark Sanchez,2010,QB,Jets,8
Wesley Woodyard,2010,LB,Broncos,8
Stephen Cooper,2010,LB,Chargers,8
Karlos Dansby,2010,LB,Dolphins,8
Jonathan Stinchcomb,2010,T,Saints,8
Travis Goethel,2010,LB,Raiders,8
Lofa Tatupu,2010,LB,Seahawks,8
Todd Herremans,2010,G,Eagles,8
Derrick Mason,2010,WR,Ravens,8
Tony Romo,2010,QB,Cowboys,8
Kyle Moore,2010,DE,Buccaneers,8
Mike Wright,2010,DE,Patriots,8
Demaryius Thomas,2010,WR,Broncos,8
James Ihedigbo,2010,S,Jets,8
Jesse Nading,2010,DE,Texans,8
Asante Samuel,2010,CB,Eagles,8
Korey Hall,2010,RB,Packers,8
Shaun Hill,2010,QB,Lions,8
Brody Eldridge,2010,TE,Colts,8
Joe Staley,2010,T,Niners,8
Legedu Naanee,2010,WR,Chargers,8
Frank Zombo,2010,LB,Packers,7
Nate Burleson,2010,WR,Lions,7
Carlos Rogers,2010,CB,Redskins,7
Pat Lee,2010,CB,Packers,7
Jorrick Calvin,2010,CB,Eagles,7
Matt Hasselbeck,2010,QB,Seahawks,7
Matt Schaub,2010,QB,Texans,7
Nate Clements,2010,CB,Niners,7
Robert Gallery,2010,G,Raiders,7
Shaun Ellis,2010,DE,Jets,7
Casey Rabach,2010,C,Redskins,7
William James,2010,CB,Niners,7
Russell Okung,2010,T,Seahawks,7
Myron Pryor,2010,DE,Patriots,7
Ryan Torain,2010,RB,Redskins,7
Brian Cushing,2010,LB,Texans,7
Brodrick Bunkley,2010,DT,Eagles,7
Mike Vick,2010,QB,Eagles,7
Justin King,2010,CB,Rams,7
Earnest Graham,2010,RB,Buccaneers,7
Mike Sims-Walker,2010,WR,Jaguars,7
Sean Weatherspoon,2010,LB,Falcons,7
Chris Wells,2010,RB,Cardinals,7
Maurice Jones-Drew,2010,RB,Jaguars,7
Louis Vasquez,2010,G,Chargers,7
Kendrick Lewis,2010,S,Chiefs,7
Jeff Otah,2010,T,Panthers,7
Reggie Wayne,2010,WR,Colts,7
Jake Long,2010,T,Dolphins,7
Chris Gamble,2010,CB,Panthers,7
Madison Hedgecock,2010,RB,Giants,7
Anthony Gonzalez,2010,WR,Colts,7
Keith Rivers,2010,LB,Bengals,7
Tracy Porter,2010,CB,Saints,7
Atari Bigby,2010,S,Packers,7
Tyson Alualu,2010,DT,Jaguars,7
Turk McBride,2010,DE,Lions,7
Bernard Berrian,2010,WR,Vikings,7
Kelvin Hayden,2010,CB,Colts,7
Garrett Graham,2010,TE,Texans,7
Trent Williams,2010,T,Redskins,7
Tony Richardson,2010,RB,Jets,6
Calvin Johnson,2010,WR,Lions,6
Sean Lee,2010,LB,Cowboys,6
Jared Gaither,2010,T,Ravens,6
Lance Briggs,2010,LB,Bears,6
Jarrad Page,2010,S,Patriots,6
C.C. Brown,2010,S,Lions,6
Darryl Sharpton,2010,LB,Texans,6
Dez Bryant,2010,WR,Cowboys,6
Landon Johnson,2010,LB,Lions,6
Robert Ayers,2010,LB,Broncos,6
Le'Ron McClain,2010,RB,Ravens,6
Derrick Martin,2010,S,Packers,6
Colin Cole,2010,DT,Seahawks,6
Zack Bowman,2010,CB,Bears,6
Tyrell Sutton,2010,RB,Panthers,6
David Diehl,2010,T,Giants,6
Jeff Faine,2010,C,Buccaneers,6
Anthony Hargrove,2010,DT,Saints,6
Deion Branch,2010,WR,Patriots,6
Chad Johnson,2010,WR,Bengals,6
Knowshon Moreno,2010,RB,Broncos,6
Sammie Stroughter,2010,WR,Buccaneers,6
Juqua Parker,2010,DE,Eagles,6
Richard Seymour,2010,DT,Raiders,6
Chris Kelsay,2010,LB,Bills,6
Travelle Wharton,2010,G,Panthers,6
Santonio Holmes,2010,WR,Jets,6
Patrick Crayton,2010,WR,Chargers,6
Kyle Vanden Bosch,2010,DE,Lions,6
Kerry Collins,2010,QB,Titans,6
Major Wright,2010,S,Bears,6
David Garrard,2010,QB,Jaguars,6
Ronald Bartell,2010,CB,Rams,6
Steve Smith,2010,WR,Giants,6
Hakeem Nicks,2010,WR,Giants,6
Roy Williams,2010,S,Bengals,6
Will Davis,2010,LB,Cardinals,6
Albert Haynesworth,2010,DT,Redskins,6
Steven Jackson,2010,RB,Rams,6
Stewart Bradley,2010,LB,Eagles,6
Eddie Royal,2010,WR,Broncos,6
Brandon Stokley,2010,WR,Seahawks,6
Takeo Spikes,2010,LB,Niners,6
Jon McGraw,2010,S,Chiefs,6
Brian Orakpo,2010,LB,Redskins,6
Chris Chamberlain,2010,LB,Rams,6
Kedric Golston,2010,DE,Redskins,6
Peyton Hillis,2010,RB,Browns,6
Marques Colston,2010,WR,Saints,6
Lorenzo Alexander,2010,LB,Redskins,6
Terence Newman,2010,CB,Cowboys,6
Mike Brisiel,2010,G,Texans,6
Terrell Owens,2010,WR,Bengals,6
Joey Porter,2010,LB,Cardinals,6
Mike Neal,2010,DE,Packers,6
LeSean McCoy,2010,RB,Eagles,6
Bruce Gradkowski,2010,QB,Raiders,6
Sen'Derrick Marks,2010,DT,Titans,6
Matt Slauson,2010,G,Jets,6
Colt McCoy,2010,QB,Browns,5
Pierre Garcon,2010,WR,Colts,5
Ray Rice,2010,RB,Ravens,5
Paris Lenon,2010,LB,Cardinals,5
Reshard Langford,2010,S,Chiefs,5
Quincy Black,2010,LB,Buccaneers,5
Darian Stewart,2010,S,Rams,5
Riley Cooper,2010,WR,Eagles,5
Darnell Dockett,2010,DT,Cardinals,5
Rob Bironas,2010,K,Titans,5
Clifton Ryan,2010,DT,Rams,5
Pat Sims,2010,DT,Bengals,5
Niko Koutouvides,2010,LB,Buccaneers,5
Jeremy Trueblood,2010,T,Buccaneers,5
Lawrence Vickers,2010,RB,Browns,5
Laurent Robinson,2010,WR,Rams,5
Jamey Richard,2010,G,Colts,5
Jared Odrick,2010,DE,Dolphins,5
LaDainian Tomlinson,2010,RB,Jets,5
Kyle Williams,2010,DT,Bills,5
Jason Jones,2010,DT,Titans,5
Kyle Kosier,2010,G,Cowboys,5
Kyle Arrington,2010,CB,Patriots,5
Kevin Dockery,2010,CB,Rams,5
Kenny Iwebema,2010,DE,Cardinals,5
Jacob Ford,2010,DE,Titans,5
Kenny Britt,2010,WR,Titans,5
Joe Nedney,2010,K,Niners,5
Keith Ellison,2010,LB,Bills,5
Keith Brooking,2010,LB,Cowboys,5
Kavell Conner,2010,LB,Colts,5
Jonathan Babineaux,2010,DT,Falcons,5
Justin Tuck,2010,DE,Giants,5
Justin Tryon,2010,CB,Colts,5
Justin Smiley,2010,G,Jaguars,5
Justin Peelle,2010,TE,Falcons,5
Jacob Lacey,2010,CB,Colts,5
Isaiah Ekejiuba,2010,LB,Lions,5
DeSean Jackson,2010,WR,Eagles,5
Michael Jenkins,2010,WR,Falcons,5
Nick Miller,2010,WR,Raiders,5
Delanie Walker,2010,TE,Niners,5
Nic Harris,2010,LB,Panthers,5
Desmond Bishop,2010,LB,Packers,5
Dexter McCluster,2010,WR,Chiefs,5
Diyral Briggs,2010,LB,Packers,5
Donald Brown,2010,RB,Colts,5
Donnie Jones,2010,P,Rams,5
Drew Coleman,2010,CB,Jets,5
Michael Robinson,2010,RB,Seahawks,5
Eric Barton,2010,LB,Browns,5
Hines Ward,2010,WR,Steelers,5
Eric Heitmann,2010,C,Niners,5
Eric Smith,2010,S,Jets,5
Eric Wood,2010,G,Bills,5
Fabian Washington,2010,CB,Ravens,5
Matt Birk,2010,C,Ravens,5
Marcus Trufant,2010,CB,Seahawks,5
Gerris Wilkinson,2010,LB,Giants,5
Glover Quin,2010,CB,Texans,5
Marcus Hudson,2010,S,Panthers,5
Greg Toler,2010,CB,Cardinals,5
Mark Tauscher,2010,T,Packers,5
Josh Morgan,2010,WR,Niners,5
Brent Celek,2010,TE,Eagles,5
Chris Houston,2010,CB,Lions,5
Scott Fujita,2010,LB,Browns,5
Brian Leonard,2010,RB,Bengals,5
Usama Young,2010,S,Saints,5
Tyvon Branch,2010,S,Raiders,5
Tyson Jackson,2010,DE,Chiefs,5
Tyler Brayton,2010,DE,Panthers,5
Spencer Larsen,2010,RB,Broncos,5
Antone Smith,2010,RB,Falcons,5
Antonio Cromartie,2010,CB,Jets,5
Brandon Mebane,2010,DT,Seahawks,5
Antwan Odom,2010,DE,Bengals,5
Ryan O'Callaghan,2010,T,Chiefs,5
Asher Allen,2010,CB,Vikings,5
Austin Howard,2010,T,Eagles,5
Ryan Mouton,2010,CB,Titans,5
Chester Pitts,2010,G,Seahawks,5
Ryan Lilja,2010,G,Chiefs,5
Brandon Ghee,2010,CB,Bengals,5
Tank Johnson,2010,DT,Bengals,5
Shawn Nelson,2010,TE,Bills,5
Brett Keisel,2010,DE,Steelers,5
Brandon Chillar,2010,LB,Packers,5
Rocky McIntosh,2010,LB,Redskins,5
Adam Snyder,2010,G,Niners,5
Rodger Saffold,2010,T,Rams,5
Shaun Cody,2010,DT,Texans,5
Calais Campbell,2010,DE,Cardinals,5
Brian Westbrook,2010,RB,Niners,5
Will Blackmon,2010,CB,Giants,5
Adrian Peterson,2010,RB,Vikings,5
Robert Royal,2010,TE,Browns,5
Bryant McFadden,2010,CB,Steelers,5
Captain Munnerlyn,2010,CB,Panthers,5
Shawn Andrews,2010,G,Giants,5
Aaron Hernandez,2010,TE,Patriots,5
Winston Justice,2010,T,Eagles,5
Geoff Hangartner,2010,C,Bills,4
Marion Barber,2010,RB,Cowboys,4
Brandon LaFell,2010,WR,Panthers,4
Mario Manningham,2010,WR,Giants,4
Brandon Graham,2010,DE,Eagles,4
Steve Hutchinson,2010,G,Vikings,4
Seneca Wallace,2010,QB,Browns,4
Dominique Barber,2010,S,Texans,4
Golden Tate,2010,WR,Seahawks,4
Greg Hardy,2010,DE,Panthers,4
Steve McLendon,2010,DT,Steelers,4
Greg Jones,2010,RB,Jaguars,4
Mike Williams,2010,WR,Buccaneers,4
Steve Smith,2010,WR,Panthers,4
Brandon Marshall,2010,WR,Dolphins,4
Shawn Lauvao,2010,G,Browns,4
Donald Washington,2010,S,Chiefs,4
Eric Wright,2010,CB,Browns,4
Earl Bennett,2010,WR,Bears,4
Michael Bennett,2010,RB,Raiders,4
Earl Mitchell,2010,DT,Texans,4
Brian Schaefering,2010,DE,Browns,4
Ed Reed,2010,S,Ravens,4
Mike Gibson,2010,G,Seahawks,4
Sheldon Brown,2010,CB,Browns,4
Sidney Rice,2010,WR,Vikings,4
Malcolm Jenkins,2010,S,Saints,4
Erik Walden,2010,LB,Packers,4
Marquice Cole,2010,CB,Jets,4
Matt Roth,2010,LB,Browns,4
Ernie Sims,2010,LB,Eagles,4
Matt McCoy,2010,LB,Seahawks,4
Evan Moore,2010,TE,Browns,4
Stanley Arnoux,2010,LB,Saints,4
Clay Harbor,2010,TE,Eagles,4
Stephen Neal,2010,G,Patriots,4
Flozell Adams,2010,T,Steelers,4
Frostee Rucker,2010,DE,Bengals,4
Marshall Newhouse,2010,G,Packers,4
Terrence Wheatley,2010,CB,Patriots,4
Brady Poppinga,2010,LB,Packers,4
Kevin Walter,2010,WR,Texans,4
Anthony Dixon,2010,RB,Niners,4
Anthony Bryant,2010,DT,Redskins,4
Jeff Saturday,2010,C,Colts,4
Tyrell Johnson,2010,S,Vikings,4
Jerome Murphy,2010,CB,Rams,4
Vernon Carey,2010,T,Dolphins,4
Kenneth Darby,2010,RB,Rams,4
Vernon Davis,2010,TE,Niners,4
Jimmy Graham,2010,TE,Saints,4
Joe Berger,2010,C,Dolphins,4
Vince Manuwai,2010,G,Jaguars,4
Andra Davis,2010,LB,Bills,4
Joel Dreessen,2010,TE,Texans,4
Keith Bulluck,2010,LB,Giants,4
Walter McFadden,2010,CB,Raiders,4
Wayne Hunter,2010,T,Jets,4
Johnnie Lee Higgins,2010,WR,Raiders,4
Will Smith,2010,DE,Saints,4
Jonathan Stewart,2010,RB,Panthers,4
Jonathan Vilma,2010,LB,Saints,4
Jonathan Wilhite,2010,CB,Patriots,4
Jordan Senn,2010,LB,Panthers,4
Justin Gage,2010,WR,Titans,4
Aaron Ross,2010,CB,Giants,4
Aaron Rodgers,2010,QB,Packers,4
Tully Banta-Cain,2010,LB,Patriots,4
Trevor Pryce,2010,DE,Jets,4
Brad Jones,2010,LB,Packers,4
Trevor Laws,2010,DT,Eagles,4
Husain Abdullah,2010,S,Vikings,4
Billy Bajema,2010,TE,Rams,4
Jabari Greer,2010,CB,Saints,4
Bernard Scott,2010,RB,Bengals,4
Jacob Hester,2010,RB,Chargers,4
Lito Sheppard,2010,CB,Vikings,4
Sean Lissemore,2010,DE,Cowboys,4
Thomas Howard,2010,LB,Raiders,4
Leigh Torrence,2010,CB,Saints,4
Jameel McClain,2010,LB,Ravens,4
Artis Hicks,2010,G,Redskins,4
Arian Foster,2010,RB,Texans,4
James Sanders,2010,S,Patriots,4
Antonio Johnson,2010,DT,Colts,4
LaRod Stephens-Howling,2010,RB,Cardinals,4
Tony Scheffler,2010,TE,Lions,4
Jarret Johnson,2010,LB,Ravens,4
Jason Babin,2010,DE,Titans,4
Jason Hanson,2010,K,Lions,4
Jason Hatcher,2010,DE,Cowboys,4
Trai Essex,2010,G,Steelers,4
Jason McCourty,2010,CB,Titans,4
Anthony Smith,2010,S,Packers,4
Jason Snelling,2010,RB,Falcons,4
Jason Taylor,2010,LB,Jets,4
Sean Locklear,2010,T,Seahawks,4
Chris Williams,2010,T,Bears,4
Patrick Robinson,2010,CB,Saints,4
Chris Johnson,2010,RB,Titans,4
Corey Williams,2010,DT,Lions,4
Darius Reynaud,2010,WR,Giants,4
Patrick Willis,2010,LB,Niners,4
Neil Rackers,2010,K,Texans,4
Courtney Greene,2010,S,Jaguars,4
David Thomas,2010,TE,Saints,4
Reggie Walker,2010,LB,Cardinals,4
David Vobora,2010,LB,Rams,4
Carson Palmer,2010,QB,Bengals,4
Nolan Carroll,2010,CB,Dolphins,4
Rolando McClain,2010,LB,Raiders,4
DeAngelo Hall,2010,CB,Redskins,4
DeAngelo Williams,2010,RB,Panthers,4
Roman Harper,2010,S,Saints,4
Charles Tillman,2010,CB,Bears,4
Daniel Muir,2010,DT,Colts,4
Sam Shields,2010,CB,Packers,4
Patrick Chung,2010,S,Patriots,4
Champ Bailey,2010,CB,Broncos,4
Chris Chester,2010,G,Ravens,4
Chris Clemons,2010,S,Dolphins,4
Danario Alexander,2010,WR,Rams,4
Dan Williams,2010,DT,Cardinals,4
Reshad Jones,2010,S,Dolphins,4
David Reed,2010,WR,Ravens,4
Chris Spencer,2010,C,Seahawks,4
Robaire Smith,2010,DE,Browns,4
Roberto Garza,2010,G,Bears,4
Daryn Colledge,2010,G,Packers,4
Darrius Heyward-Bey,2010,WR,Raiders,4
Scott Wells,2010,C,Packers,4
Sean Considine,2010,S,Jaguars,4
Cord Howard,2010,G,Bills,4
Dave Ball,2010,DE,Titans,4
David Harris,2010,LB,Jets,4
Scott Shanle,2010,LB,Saints,4
Nate Kaeding,2010,K,Chargers,4
Darren McFadden,2010,RB,Raiders,4
Jammal Brown,2010,T,Redskins,3
Louis Murphy,2010,WR,Raiders,3
Paul Posluszny,2010,LB,Bills,3
Chris Carr,2010,CB,Ravens,3
Jaimie Thomas,2010,G,Colts,3
Tony Moll,2010,T,Ravens,3
Antwan Applewhite,2010,LB,Chargers,3
Roy Williams,2010,WR,Cowboys,3
Phillip Dillard,2010,LB,Giants,3
Israel Idonije,2010,DE,Bears,3
Ryan Diem,2010,T,Colts,3
Ted Ginn,2010,WR,Niners,3
Pierson Prioleau,2010,S,Saints,3
Langston Walker,2010,T,Raiders,3
Lawrence Jackson,2010,DE,Lions,3
James Harrison,2010,LB,Steelers,3
Jacob Tamme,2010,TE,Colts,3
Leroy Harris,2010,G,Titans,3
Chilo Rachal,2010,G,Niners,3
Montrae Holland,2010,G,Cowboys,3
Ben Hamilton,2010,G,Seahawks,3
Jamaal Westerman,2010,LB,Jets,3
Chester Pitts,2010,T,Seahawks,3
Chris Crocker,2010,S,Bengals,3
Jacoby Jones,2010,WR,Texans,3
Toby Gerhart,2010,RB,Vikings,3
Arnaz Battle,2010,WR,Steelers,3
Jamar Williams,2010,LB,Panthers,3
Terrence Wheatley,2010,CB,Jaguars,3
Todd McClure,2010,C,Falcons,3
Benjamin Watson,2010,TE,Browns,3
Chinedum Ndukwe,2010,S,Bengals,3
James Butler,2010,S,Rams,3
Bernard Pollard,2010,S,Texans,3
Darren Sharper,2010,S,Saints,3
Kyle Orton,2010,QB,Broncos,3
Ron Brace,2010,DT,Patriots,3
Jason Peters,2010,T,Eagles,3
Jimmy Wilkerson,2010,DE,Saints,3
Vince Young,2010,QB,Titans,3
Joe Thomas,2010,T,Browns,3
Cory Redding,2010,DE,Ravens,3
Remi Ayodele,2010,DT,Saints,3
John Carlson,2010,TE,Seahawks,3
Cornell Green,2010,T,Bills,3
Alex Mack,2010,C,Browns,3
Keenan Clayton,2010,LB,Eagles,3
Wes Welker,2010,WR,Patriots,3
Alan Branch,2010,DT,Cardinals,3
Will Allen,2010,S,Steelers,3
Rey Maualuga,2010,LB,Bengals,3
Karl Paymah,2010,CB,Texans,3
Al Afalava,2010,CB,Colts,3
Jonathan Goodwin,2010,C,Saints,3
Ahmad Bradshaw,2010,RB,Giants,3
Ricky Brown,2010,LB,Raiders,3
Chris Kemoeatu,2010,G,Steelers,3
Rico Murray,2010,CB,Bengals,3
Yeremiah Bell,2010,S,Dolphins,3
Roberto Wallace,2010,WR,Dolphins,3
Zach Miller,2010,TE,Jaguars,3
Julius Jones,2010,RB,Saints,3
Julian Edelman,2010,WR,Patriots,3
Josh Wilson,2010,CB,Ravens,3
Courtney Roby,2010,WR,Saints,3
Jimmy Kennedy,2010,DT,Vikings,3
Travis Johnson,2010,DE,Chargers,3
Craig Dahl,2010,S,Rams,3
Quentin Groves,2010,LB,Raiders,3
Jason Spitz,2010,C,Packers,3
Chris DeGeare,2010,G,Vikings,3
Kroy Biermann,2010,DE,Falcons,3
Kris Wilson,2010,TE,Chargers,3
Kory Lichtensteiger,2010,G,Redskins,3
King Dunlap,2010,T,Eagles,3
Kevin Vickerson,2010,DE,Broncos,3
Randall Gay,2010,CB,Saints,3
Kevin Smith,2010,RB,Lions,3
Kevin Boss,2010,TE,Giants,3
Jeremy Jarmon,2010,DE,Redskins,3
Ray Edwards,2010,DE,Vikings,3
Jeremy Mincey,2010,DE,Jaguars,3
Tyrone Culver,2010,S,Dolphins,3
Jeremy Ware,2010,CB,Raiders,3
Kerry Rhodes,2010,S,Cardinals,3
Andre Smith,2010,T,Bengals,3
Jermaine Gresham,2010,TE,Bengals,3
Chris Harris,2010,S,Bears,3
Jerome Harrison,2010,RB,Browns,3
Chris Horton,2010,S,Redskins,3
Jerricho Cotchery,2010,WR,Jets,3
Jesse Holley,2010,WR,Cowboys,3
Craig Davis,2010,WR,Chargers,3
Madieu Williams,2010,S,Vikings,3
Morgan Trent,2010,CB,Bengals,3
Pat Williams,2010,DT,Vikings,3
Mathias Kiwanuka,2010,DE,Giants,3
Brian Jackson,2010,S,Giants,3
Edgar Jones,2010,LB,Ravens,3
Elbert Mack,2010,CB,Buccaneers,3
