Player,Season,Position,Team,TotalInjuryCount,ConcussionTotal
Willie Colon,2013,T,Jets,1,0
Willie Colon,2013,T,Buccaneers,1,0
Vladimir Ducasse,2013,G,Buccaneers,1,0
Vincent Rey,2013,LB,Bengals,2,0
Tom Crabtree,2013,TE,Steelers,1,0
Trent Richardson,2013,RB,Colts,2,0
Travis Lewis,2013,LB,Lions,2,0
Travis Kelce,2013,TE,Chiefs,6,0
Travis Benjamin,2013,WR,Browns,1,0
Travelle Wharton,2013,G,Panthers,3,0
Travaris Cadet,2013,RB,Saints,1,0
Travaris Cadet,2013,RB,Falcons,1,0
Tramon Williams,2013,CB,Packers,1,0
Tourek Williams,2013,LB,Chargers,1,0
Torrey Smith,2013,WR,Ravens,1,0
Tony Romo,2013,QB,Cowboys,3,0
Tony Pashos,2013,T,Raiders,7,0
Tony McDaniel,2013,DT,Seahawks,4,0
Tony Gonzalez,2013,TE,Falcons,7,0
Tony Carter,2013,CB,Broncos,1,0
Tommy Kelly,2013,DT,Patriots,4,0
Tommie Campbell,2013,CB,Titans,2,0
Tom Johnson,2013,DE,Saints,7,0
Trent Cole,2013,LB,Eagles,2,0
Trent Williams,2013,T,Redskins,2,0
Vincent Jackson,2013,WR,Buccaneers,5,0
Trenton Robinson,2013,S,Redskins,1,0
Vincent Brown,2013,WR,Chargers,1,0
Vince Wilfork,2013,DT,Patriots,2,0
Victor Cruz,2013,WR,Niners,1,0
Vick Ballard,2013,RB,Colts,1,0
Vaughn Martin,2013,DE,Bills,1,0
Vance McDonald,2013,TE,Niners,4,0
Usama Young,2013,S,Raiders,1,0
Uche Nwaneri,2013,G,Jaguars,4,0
Tyvon Branch,2013,S,Raiders,13,0
Tyson Jackson,2013,DE,Chiefs,2,0
Tyson Clabo,2013,T,Dolphins,1,0
Tyson Alualu,2013,DE,Jaguars,1,0
Tyrunn Walker,2013,DT,Saints,10,0
Tyler Eifert,2013,TE,Bengals,4,0
Trumaine McBride,2013,CB,Giants,6,0
Troy Polamalu,2013,S,Steelers,4,0
Trindon Holliday,2013,WR,Broncos,5,0
Sean Lissemore,2013,DT,Chargers,2,0
Sean Lee,2013,LB,Cowboys,6,0
Mistral Raymond,2013,CB,Bears,1,0
Patrick Robinson,2013,CB,Saints,1,0
Pernell McPhee,2013,LB,Ravens,1,0
Pernell McPhee,2013,DE,Ravens,1,0
Peria Jerry,2013,DT,Falcons,5,0
Paul Worrilow,2013,LB,Falcons,3,0
Paul Soliai,2013,DT,Dolphins,6,0
Paul Kruger,2013,LB,Browns,6,0
Paul Fanaika,2013,G,Cardinals,1,0
Patrick Willis,2013,LB,Niners,5,0
Patrick Mannelly,2013,LS,Bears,3,0
Scott Wells,2013,C,Rams,3,0
Patrick Chung,2013,S,Eagles,8,0
Patrick Bailey,2013,LB,Titans,5,0
Pat Edwards,2013,WR,Lions,3,0
Pat Devlin,2013,QB,Dolphins,2,0
Pat Devlin,2013,QB,Bills,1,0
Paris Lenon,2013,LB,Broncos,3,0
Owen Daniels,2013,TE,Texans,4,0
Osi Umenyiora,2013,DE,Falcons,1,0
Peter Konz,2013,C,Falcons,4,0
Peyton Manning,2013,QB,Broncos,11,0
Phil Loadholt,2013,T,Bears,1,0
Philip Wheeler,2013,LB,Dolphins,1,0
Rashaan Melvin,2013,CB,Buccaneers,4,0
Ramon Humber,2013,LB,Saints,1,0
Rafael Bush,2013,S,Saints,5,0
Quinton Pointer,2013,CB,Rams,2,0
Quinton Pointer,2013,CB,Cardinals,1,0
Quinton Patton,2013,WR,Niners,8,0
Quinton Dial,2013,DT,Niners,3,0
Quinton Coples,2013,LB,Jets,6,0
Quinton Coples,2013,DE,Jets,3,0
Quinton Coples,2013,DE,Buccaneers,1,0
Quintin Mikell,2013,S,Panthers,4,0
Quintin Demps,2013,S,Chiefs,1,0
Quinn Johnson,2013,RB,Titans,1,0
Quinn Johnson,2013,RB,Browns,1,0
Quentin Groves,2013,LB,Browns,6,0
Pierre Thomas,2013,RB,Saints,3,0
Pierre Garcon,2013,WR,Redskins,1,0
Orlando Franklin,2013,T,Broncos,7,0
Orie Lemon,2013,LB,Cowboys,1,0
Oniel Cousins,2013,G,Browns,2,0
Nate Ebner,2013,S,Patriots,5,0
Nate Collins,2013,DT,Bears,1,0
Nate Chandler,2013,T,Panthers,2,0
Nate Burleson,2013,WR,Lions,8,0
Najee Goode,2013,LB,Eagles,3,0
NaVorro Bowman,2013,LB,Niners,10,0
Mychal Kendricks,2013,LB,Eagles,7,0
Muhammad Wilkerson,2013,DE,Jets,6,0
Morris Claiborne,2013,CB,Cowboys,13,0
Morgan Burnett,2013,S,Rams,1,0
Morgan Burnett,2013,S,Packers,3,0
Montori Hughes,2013,DT,Colts,1,0
Montell Owens,2013,RB,Lions,1,0
Moise Fokou,2013,LB,Titans,6,0
Mohamed Sanu,2013,WR,Bengals,1,0
Mitchell Schwartz,2013,T,Browns,6,0
Mitch Unrein,2013,DT,Broncos,2,0
Mistral Raymond,2013,S,Vikings,2,0
Nate Ebner,2013,S,Colts,1,0
Nate Garner,2013,T,Dolphins,4,0
Omar Bolden,2013,CB,Broncos,2,0
Nate Irving,2013,LB,Broncos,2,0
Olivier Vernon,2013,DE,Dolphins,3,0
Oday Aboushi,2013,T,Jets,4,0
Nnamdi Asomugha,2013,CB,Packers,1,0
Nnamdi Asomugha,2013,CB,Niners,3,0
Johnathan Joseph,2013,CB,Texans,6,0
Nico Johnson,2013,LB,Chiefs,5,0
Nickell Robey-Coleman,2013,CB,Bills,1,0
Nick Toon,2013,WR,Falcons,1,0
Nick Perry,2013,LB,Packers,13,0
Nick Mangold,2013,C,Jets,6,0
Nick Hayden,2013,DT,Cowboys,4,0
Nick Fairley,2013,DT,Lions,2,0
Nick Bellore,2013,LB,Jets,2,0
Nick Bellore,2013,LB,Buccaneers,1,0
Ndamukong Suh,2013,DT,Lions,1,0
Nate Stupar,2013,LB,Jaguars,2,0
Nate Potter,2013,T,Cardinals,1,0
Rashaan Melvin,2013,CB,Steelers,1,0
Rashad Johnson,2013,S,Cardinals,8,0
Rashard Mendenhall,2013,RB,Cardinals,7,0
Ryan Harris,2013,T,Texans,1,0
Ryan Allen,2013,P,Patriots,1,0
Russell Okung,2013,T,Seahawks,2,0
Russell Allen,2013,LB,Jaguars,2,0
Rueben Randle,2013,WR,Giants,1,0
Roy Miller,2013,DT,Jaguars,15,0
Ropati Pitoitua,2013,DE,Titans,3,0
Ronnie Hillman,2013,RB,Broncos,1,0
Ronnie Brown,2013,RB,Chargers,1,0
Ronald Talley,2013,DE,Cardinals,6,0
Ronald Leary,2013,G,Giants,1,0
Ronald Leary,2013,G,Cowboys,1,0
Ron Parker,2013,CB,Chiefs,7,0
Ron Brooks,2013,CB,Bills,6,0
Roman Harper,2013,S,Saints,10,0
Rodney Smith,2013,WR,Vikings,3,0
Rodney Hudson,2013,C,Chiefs,3,0
Rodger Saffold,2013,T,Rams,4,0
Ryan Clady,2013,T,Broncos,2,0
Ryan Jensen,2013,C,Ravens,8,0
Roddy White,2013,WR,Falcons,10,0
Ryan Kerrigan,2013,LB,Redskins,2,0
Scott Chandler,2013,TE,Bills,1,0
Santonio Holmes,2013,WR,Jets,15,0
Santonio Holmes,2013,WR,Buccaneers,1,0
Sanders Commings,2013,S,Chiefs,2,0
Samson Satele,2013,C,Colts,5,0
Sammie Lee Hill,2013,DT,Titans,6,0
Sam Shields,2013,CB,Packers,4,0
Sam Montgomery,2013,LB,Redskins,1,0
Sam Martin,2013,P,Lions,1,0
Sam Brenner,2013,C,Dolphins,1,0
Sam Barrington,2013,LB,Packers,1,0
Sam Baker,2013,T,Falcons,8,0
Ryan Taylor,2013,TE,Packers,4,0
Ryan Tannehill,2013,QB,Dolphins,4,0
Ryan Succop,2013,K,Chiefs,1,0
Ryan Pickett,2013,DT,Packers,8,0
Ryan Nassib,2013,QB,Giants,1,0
Roddy White,2013,WR,Lions,1,0
Rod Sweeting,2013,CB,Saints,3,0
Rashard Mendenhall,2013,RB,Jets,1,0
Rishard Matthews,2013,WR,Dolphins,2,0
Riley Cooper,2013,WR,Eagles,2,0
Ricky Jean Francois,2013,DT,Colts,8,0
Richard Sherman,2013,CB,Seahawks,4,0
Richard Marshall,2013,CB,Chargers,2,0
Richard Gordon,2013,TE,Steelers,2,0
Rich Ohrnberger,2013,G,Chargers,2,0
Rhett Ellison,2013,TE,Vikings,9,0
Rex Burkhead,2013,RB,Bengals,2,0
Reshad Jones,2013,S,Dolphins,5,0
Reid Fragel,2013,T,Browns,1,0
Reggie Wayne,2013,WR,Raiders,1,0
Reggie Wayne,2013,WR,Colts,1,0
Reggie Nelson,2013,S,Bengals,2,0
Reggie Bush,2013,RB,Lions,8,0
Ray Rice,2013,RB,Ravens,4,0
Ray McDonald,2013,DT,Niners,12,0
Rashean Mathis,2013,CB,Lions,5,0
Riley Reiff,2013,T,Lions,1,0
Rob Gronkowski,2013,TE,Colts,1,0
Rod Streater,2013,WR,Raiders,1,0
Rob Gronkowski,2013,TE,Patriots,12,0
Roc Carmichael,2013,CB,Eagles,1,0
Robert Woods,2013,WR,Bills,3,0
Robert Turner,2013,C,Titans,2,0
Robert Turbin,2013,RB,Seahawks,1,0
Robert Quinn,2013,DE,Rams,1,0
Robert McClain,2013,CB,Falcons,1,0
Robert Mathis,2013,LB,Colts,6,0
Robert Lester,2013,S,Panthers,4,0
Robert Griffin III,2013,QB,Redskins,1,0
Robert Geathers,2013,DE,Bengals,1,0
Robert Ayers,2013,DE,Broncos,6,0
Robert Alford,2013,CB,Falcons,2,0
Robbie Gould,2013,K,Bears,1,0
Rob Sims,2013,G,Lions,3,0
Rob Ninkovich,2013,DE,Patriots,4,0
Rob Housler,2013,TE,Jets,1,0
Rob Housler,2013,TE,Cardinals,8,0
Niles Paul,2013,TE,Redskins,2,0
Jeron Mastrud,2013,TE,Raiders,1,0
Johnathan Cyprien,2013,S,Jaguars,5,0
Charlie Johnson,2013,G,Vikings,3,0
Chris Clemons,2013,DE,Seahawks,9,0
Chris Clark,2013,T,Broncos,1,0
Chris Carr,2013,CB,Saints,4,0
Chris Canty,2013,DE,Ravens,6,0
Chris Baker,2013,DT,Redskins,1,0
Chase Reynolds,2013,RB,Rams,1,0
Chase Coffman,2013,TE,Falcons,3,0
Chase Blackburn,2013,LB,Panthers,6,0
Charles Woodson,2013,S,Raiders,2,0
Casey Hayward,2013,CB,Rams,1,0
Charles Tillman,2013,CB,Bears,8,0
Charles Johnson,2013,DE,Panthers,4,0
Chance Warmack,2013,G,Titans,1,0
Champ Bailey,2013,CB,Broncos,16,0
Chad Rinehart,2013,G,Chargers,7,0
Chad Greenway,2013,LB,Vikings,9,0
Cedric Thornton,2013,DE,Eagles,4,0
Cecil Shorts,2013,WR,Jaguars,11,0
Chris Clemons,2013,S,Dolphins,12,0
Chris Cook,2013,CB,Bears,1,0
Chris Cook,2013,CB,Vikings,8,0
Chris Crocker,2013,S,Bengals,3,0
Chris Snee,2013,G,Giants,2,0
Chris Scott,2013,G,Panthers,6,0
Chris Polk,2013,RB,Eagles,5,0
Chris Owusu,2013,WR,Buccaneers,6,0
Chris Owens,2013,CB,Dolphins,1,0
Chris Owens,2013,CB,Browns,4,0
Chris Neild,2013,DT,Redskins,4,0
Chris Myers,2013,C,Texans,8,0
Chris Maragos,2013,S,Seahawks,1,0
Chris Long,2013,DE,Rams,4,0
Chris Kuper,2013,G,Broncos,18,0
Chris Johnson,2013,RB,Titans,1,0
Chris Ivory,2013,RB,Jets,9,0
Chris Houston,2013,CB,Lions,8,0
Chris Hogan,2013,WR,Bills,1,0
Chris Greenwood,2013,CB,Lions,1,0
Chris Givens,2013,WR,Rams,1,0
Casey Matthews,2013,LB,Eagles,1,0
Casey Hayward,2013,CB,Packers,8,0
Chris White,2013,LB,Patriots,1,0
Brooks Reed,2013,LB,Texans,2,0
Brynden Trawick,2013,S,Ravens,4,0
Bryce Harris,2013,T,Saints,1,0
Bryant McKinnie,2013,T,Dolphins,2,0
Bryan Braman,2013,LB,Texans,2,0
Bruce Miller,2013,RB,Niners,2,0
Bruce Irvin,2013,LB,Seahawks,1,0
Bruce Irvin,2013,DE,Seahawks,1,0
Bruce Carter,2013,LB,Cowboys,3,0
Brooks Reed,2013,LB,Redskins,1,0
Case Keenum,2013,QB,Texans,3,0
Bront Bird,2013,LB,Chargers,1,0
Brodrick Bunkley,2013,DT,Saints,7,0
Brock Osweiler,2013,QB,Broncos,1,0
Brittan Golden,2013,WR,Cardinals,5,0
Brice McCain,2013,CB,Texans,12,0
Brice McCain,2013,CB,Redskins,1,0
Brian Winters,2013,G,Jets,1,0
Brian Winters,2013,G,Buccaneers,1,0
Buster Skrine,2013,CB,Browns,2,0
Buster Skrine,2013,CB,Dolphins,1,0
C.J. Anderson,2013,RB,Broncos,5,0
C.J. Spiller,2013,RB,Bills,6,0
Cary Williams,2013,CB,Eagles,1,0
Carson Palmer,2013,QB,Cardinals,6,0
Carlos Rogers,2013,CB,Niners,8,0
Carl Nicks,2013,G,Steelers,1,0
Carl Nicks,2013,G,Buccaneers,14,0
Cameron Wake,2013,DE,Dolphins,4,0
Cameron Jordan,2013,DE,Saints,5,0
Cameron Heyward,2013,DE,Steelers,2,0
Cameron Bradfield,2013,T,Jaguars,2,0
Cam Newton,2013,QB,Panthers,1,0
Cam Johnson,2013,LB,Colts,2,0
Calvin Pace,2013,LB,Jets,1,0
Calvin Johnson,2013,WR,Lions,13,0
Caleb Sturgis,2013,K,Dolphins,2,0
Calais Campbell,2013,DE,Jets,1,0
Calais Campbell,2013,DE,Cardinals,1,0
C.J. Wilson,2013,DE,Packers,4,0
Chris Thompson,2013,RB,Redskins,3,0
Christine Michael,2013,RB,Seahawks,1,0
Darrius Heyward-Bey,2013,WR,Colts,6,0
Damontre Moore,2013,DE,Giants,2,0
Daniel Adongo,2013,LB,Colts,1,0
Dane Fletcher,2013,LB,Patriots,4,0
Dan Williams,2013,DT,Jets,1,0
Dan Williams,2013,DT,Cardinals,1,0
Dan Skuta,2013,LB,Niners,10,0
Dan Herron,2013,RB,Colts,1,0
Dan Connor,2013,LB,Giants,1,0
Damontre Moore,2013,DE,Niners,1,0
Damon Harrison,2013,DT,Jets,1,0
D.J. Swearinger,2013,S,Texans,4,0
Damon Harrison,2013,DT,Buccaneers,1,0
Damion Square,2013,DE,Eagles,1,0
Damian Williams,2013,WR,Titans,6,0
Damaris Johnson,2013,WR,Eagles,2,0
Dallas Clark,2013,TE,Ravens,1,0
Da'Rel Scott,2013,RB,Giants,1,0
Da'Norris Searcy,2013,S,Bills,1,0
Da'Mon Cromartie-Smith,2013,S,Steelers,1,0
Daniel Muir,2013,DT,Raiders,2,0
Daniel Thomas,2013,RB,Dolphins,6,0
Dannell Ellerbe,2013,LB,Dolphins,8,0
Danny Aiken,2013,LS,Patriots,1,0
Darren McFadden,2013,RB,Raiders,9,0
Darrelle Revis,2013,CB,Steelers,1,0
Darrelle Revis,2013,CB,Buccaneers,2,0
Darrel Young,2013,RB,Redskins,6,0
Darnell Dockett,2013,DT,Cardinals,4,0
Darius Slay,2013,CB,Lions,4,0
Darius Johnson,2013,WR,Falcons,2,0
Darius Butler,2013,CB,Colts,3,0
Darian Stewart,2013,S,Rams,5,0
Darian Stewart,2013,S,Cardinals,1,0
Dante Rosario,2013,TE,Bears,1,0
Danny Trevathan,2013,LB,Broncos,5,0
Danny Noble,2013,TE,Jaguars,3,0
Danny McCray,2013,S,Giants,1,0
Danny McCray,2013,S,Cowboys,3,0
Danny Gorrer,2013,CB,Buccaneers,2,0
Danny Amendola,2013,WR,Colts,1,0
D.J. Williams,2013,LB,Bears,2,0
D.J. Moore,2013,CB,Panthers,5,0
Chykie Brown,2013,CB,Ravens,3,0
Cody White,2013,G,Texans,1,0
Cordarrelle Patterson,2013,WR,Vikings,1,0
Cordarrelle Patterson,2013,WR,Bears,1,0
Cooper Taylor,2013,S,Giants,8,0
Connor Barwin,2013,LB,Eagles,2,0
Colt Anderson,2013,S,Eagles,4,0
Colin Kaepernick,2013,QB,Niners,5,0
Colin Jones,2013,S,Panthers,1,0
Colin Cole,2013,DT,Panthers,3,0
Coby Fleener,2013,TE,Raiders,1,0
D.J. Hayden,2013,CB,Raiders,2,0
Clyde Gates,2013,WR,Jets,5,0
Clyde Gates,2013,WR,Buccaneers,1,0
Clint Boling,2013,G,Bengals,1,0
Clifton Geathers,2013,DE,Eagles,1,0
Cliff Matthews,2013,DE,Falcons,2,0
Cliff Avril,2013,DE,Seahawks,2,0
Clay Matthews,2013,LB,Packers,10,0
Clark Harris,2013,LS,Bengals,1,0
Corey Graham,2013,CB,Ravens,1,0
Corey Hilliard,2013,T,Lions,5,0
Corey Liuget,2013,DE,Chargers,6,0
Corey Liuget,2013,DE,Texans,1,0
D.C. Jefferson,2013,TE,Jets,1,0
D'Qwell Jackson,2013,LB,Browns,2,0
Curtis Lofton,2013,LB,Saints,6,0
Curtis Brown,2013,CB,Steelers,4,0
Cullen Loeffler,2013,LS,Vikings,2,0
Cullen Jenkins,2013,DT,Giants,4,0
Craig Robertson,2013,LB,Browns,4,0
Craig Dahl,2013,S,Niners,1,0
Courtney Upshaw,2013,LB,Ravens,1,0
Cory Redding,2013,DE,Colts,3,0
Cory Harkey,2013,TE,Rams,1,0
Cory Harkey,2013,TE,Cardinals,1,0
Cortland Finnegan,2013,CB,Rams,6,0
Cortez Allen,2013,CB,Steelers,3,0
Corey White,2013,CB,Saints,1,0
Corey Webster,2013,CB,Giants,12,0
Corey Peters,2013,DT,Falcons,4,0
Brian Waters,2013,G,Cowboys,1,0
Brian Schwenke,2013,C,Titans,5,0
Brian Robison,2013,DE,Vikings,2,0
Andrew Gardner,2013,T,Texans,2,0
Anthony Collins,2013,T,Bengals,3,0
Anthony Castonzo,2013,T,Raiders,1,0
Andy Mulumba,2013,LB,Packers,4,0
Andy Levitre,2013,G,Titans,1,0
Andy Lee,2013,P,Niners,1,0
Andrew Sendejo,2013,S,Vikings,2,0
Andrew Quarless,2013,TE,Packers,1,0
Andrew Hawkins,2013,WR,Bengals,1,0
Andre Smith,2013,TE,Browns,3,0
Amini Silatolu,2013,G,Panthers,2,0
Andre Smith,2013,T,Bengals,4,0
Andre Roberts,2013,WR,Jets,1,0
Andre Roberts,2013,WR,Cardinals,2,0
Andre Holmes,2013,WR,Raiders,3,0
Andre Gurode,2013,G,Raiders,3,0
Andre Ellington,2013,RB,Jets,1,0
Andre Ellington,2013,RB,Cardinals,4,0
Andre Brown,2013,RB,Niners,1,0
Anthony Davis,2013,T,Niners,6,0
Anthony Sherman,2013,RB,Chiefs,11,0
Anthony Spencer,2013,DE,Cowboys,2,0
Anthony Spencer,2013,DE,Giants,1,0
Ashlee Palmer,2013,LB,Lions,7,0
Asante Samuel,2013,CB,Lions,1,0
Asante Samuel,2013,CB,Falcons,4,0
Asa Jackson,2013,CB,Ravens,3,0
Arthur Moats,2013,LB,Bills,1,0
Arthur Brown,2013,LB,Ravens,3,0
Armonty Bryant,2013,DE,Browns,3,0
Arian Foster,2013,RB,Texans,8,0
Arian Foster,2013,RB,Redskins,1,0
Aqib Talib,2013,CB,Patriots,10,0
Antrel Rolle,2013,S,Giants,1,0
Antonio Smith,2013,DE,Texans,5,0
Antonio Gates,2013,TE,Chargers,2,0
Antonio Cromartie,2013,CB,Buccaneers,1,0
Antone Smith,2013,RB,Falcons,2,0
Antoine Bethea,2013,S,Colts,3,0
Anthony Walters,2013,S,Bears,5,0
Andre Branch,2013,DE,Jaguars,5,0
Alterraun Verner,2013,CB,Titans,2,0
Brian Orakpo,2013,LB,Redskins,1,0
Abry Jones,2013,DT,Jaguars,1,0
Ahmad Bradshaw,2013,RB,Colts,2,0
Adrien Robinson,2013,TE,Niners,1,0
Adrien Robinson,2013,TE,Giants,9,0
Adrian Peterson,2013,RB,Vikings,12,0
Adrian Clayborn,2013,DE,Buccaneers,2,0
Adam Snyder,2013,G,Niners,1,0
Adam Jones,2013,CB,Bengals,2,0
Adam Hayward,2013,LB,Buccaneers,1,0
Aaron Williams,2013,S,Bills,2,0
Alshon Jeffery,2013,WR,Bears,1,0
Aaron Williams,2013,CB,Bills,1,0
Aaron Ross,2013,CB,Giants,1,0
Aaron Rodgers,2013,QB,Packers,8,0
Aaron Dobson,2013,WR,Patriots,10,0
Aaron Dobson,2013,WR,Colts,1,0
Aaron Brewer,2013,LS,Broncos,2,0
A.J. Jenkins,2013,WR,Chiefs,1,0
A.J. Jefferson,2013,CB,Vikings,4,0
Ahmad Bradshaw,2013,RB,Raiders,1,0
Ahmad Brooks,2013,LB,Niners,4,0
Ahtyba Rubin,2013,DE,Browns,5,0
Ahtyba Rubin,2013,DE,Dolphins,1,0
Allen Reisner,2013,TE,Jaguars,1,0
Allen Bailey,2013,DE,Chiefs,1,0
Alfred Morris,2013,RB,Redskins,1,0
Alfonzo Dennard,2013,CB,Patriots,10,0
Alfonso Smith,2013,RB,Cardinals,2,0
Alex Green,2013,RB,Jets,2,0
Alex Carrington,2013,DE,Bills,1,0
Alex Boone,2013,G,Niners,4,0
Aldon Smith,2013,LB,Niners,4,0
Albert McClellan,2013,LB,Ravens,5,0
Alan Ball,2013,CB,Jaguars,7,0
Alameda Ta'amu,2013,DT,Cardinals,1,0
Akiem Hicks,2013,DE,Saints,7,0
Akeem Spence,2013,DT,Buccaneers,10,0
Akeem Dent,2013,LB,Falcons,6,0
Akeem Ayers,2013,LB,Titans,2,0
Akeem Ayers,2013,LB,Browns,1,0
Aubrayo Franklin,2013,DT,Colts,4,0
Audie Cole,2013,LB,Vikings,1,0
Austin Howard,2013,T,Jets,3,0
Brandon Hughes,2013,CB,Eagles,2,0
Brandon Meriweather,2013,S,Eagles,1,0
Brandon Mebane,2013,DT,Seahawks,4,0
Brandon McGee,2013,CB,Rams,5,0
Brandon Marshall,2013,WR,Bears,5,0
Brandon Magee,2013,LB,Browns,2,0
Brandon LaFell,2013,WR,Panthers,1,0
Brandon Jenkins,2013,LB,Redskins,3,0
Brandon Jacobs,2013,RB,Giants,7,0
Brandon Hughes,2013,CB,Cowboys,1,0
Austin Pasztor,2013,G,Jaguars,3,0
Brandon Gibson,2013,WR,Dolphins,6,0
Brandon Fusco,2013,G,Vikings,4,0
Brandon Flowers,2013,CB,Chiefs,5,0
Brandon Fields,2013,P,Dolphins,3,0
Brandon Carr,2013,CB,Cowboys,1,0
Brandon Browner,2013,CB,Seahawks,8,0
Brandon Brooks,2013,G,Texans,6,0
Brandon Bolden,2013,RB,Patriots,10,0
Brandon Mosley,2013,G,Giants,2,0
Brandon Myers,2013,TE,Giants,2,0
Brandon Pettigrew,2013,TE,Lions,4,0
Brandon Smith,2013,CB,Bills,3,0
Brian Hoyer,2013,QB,Browns,1,0
Brian Hartline,2013,WR,Dolphins,1,0
Brian Cushing,2013,LB,Redskins,1,0
Brett Kern,2013,P,Titans,2,0
Brett Keisel,2013,DE,Titans,1,0
Brett Keisel,2013,DE,Steelers,11,0
Brent Grimes,2013,CB,Dolphins,3,0
Brent Celek,2013,TE,Eagles,2,0
Breno Giacomini,2013,T,Seahawks,9,0
Brandon Williams,2013,TE,Panthers,1,0
Brandon Williams,2013,DT,Ravens,4,0
Brandon Thompson,2013,DT,Bengals,1,0
Brandon Taylor,2013,S,Texans,1,0
Brandon Taylor,2013,S,Chargers,1,0
Brandon Tate,2013,WR,Bengals,1,0
Brandon Stokley,2013,WR,Ravens,9,0
Brandon Spikes,2013,LB,Patriots,6,0
Brandon Bolden,2013,RB,Colts,1,0
Branden Albert,2013,T,Chiefs,8,0
Brady Quinn,2013,QB,Rams,3,0
Benny Cunningham,2013,RB,Rams,3,0
BenJarvus Green-Ellis,2013,RB,Bengals,3,0
Ben Tate,2013,RB,Texans,13,0
Ben Roethlisberger,2013,QB,Steelers,2,0
Ben Jones,2013,C,Texans,2,0
Ben Ijalana,2013,T,Jets,1,0
Ben Ijalana,2013,T,Buccaneers,1,0
Ben Hartsock,2013,TE,Panthers,8,0
Ben Grubbs,2013,G,Saints,1,0
Ben Bass,2013,DE,Giants,1,0
Bear Pascoe,2013,TE,Giants,1,0
Barry Cofield,2013,DT,Redskins,2,0
Barry Cofield,2013,DT,Eagles,1,0
Barry Church,2013,S,Cowboys,3,0
Barkevious Mingo,2013,LB,Dolphins,1,0
Barkevious Mingo,2013,LB,Browns,1,0
Austin Spitler,2013,LB,Dolphins,1,0
Austin Pettis,2013,WR,Rams,1,0
Bennie Logan,2013,DT,Eagles,1,0
Bernard Pierce,2013,RB,Ravens,4,0
Bradley Sowell,2013,T,Cardinals,1,0
Bernard Pollard,2013,S,Titans,3,0
Brad Smith,2013,WR,Eagles,1,0
Brad Smelley,2013,RB,Texans,2,0
Brad Meester,2013,C,Jaguars,13,0
Brad Jones,2013,LB,Rams,1,0
Brad Jones,2013,LB,Packers,8,0
Bobby Wagner,2013,LB,Seahawks,3,0
Bobby Rainey,2013,RB,Browns,1,0
Bobby Massie,2013,T,Cardinals,1,0
Blidi Wreh-Wilson,2013,CB,Titans,5,0
Blake Costanzo,2013,LB,Bears,2,0
Blair Walsh,2013,K,Vikings,4,0
Blaine Gabbert,2013,QB,Jaguars,7,0
Bjoern Werner,2013,LB,Colts,4,0
Bjoern Werner,2013,DE,Colts,1,0
Billy Winn,2013,DE,Browns,6,0
Billy Cundiff,2013,K,Browns,2,0
Bilal Powell,2013,RB,Jets,3,0
Darrin Walls,2013,CB,Jets,6,0
Daryl Richardson,2013,RB,Rams,7,0
Johnathan Cyprien,2013,CB,Jaguars,1,0
Jackie Battle,2013,RB,Titans,2,0
Jairus Byrd,2013,S,Bills,5,0
Jaiquawn Jarrett,2013,S,Jets,2,0
Jahri Evans,2013,G,Saints,9,0
Jahri Evans,2013,G,Falcons,1,0
Jahleel Addae,2013,S,Chargers,2,0
Jacquian Williams,2013,LB,Giants,2,0
Jacoby Jones,2013,WR,Ravens,5,0
Jacob Tamme,2013,TE,Broncos,2,0
Jabari Greer,2013,CB,Saints,5,0
Isa Abdul-Quddus,2013,S,Falcons,1,0
Jabaal Sheard,2013,LB,Dolphins,1,0
Jabaal Sheard,2013,LB,Browns,5,0
J.T. Thomas,2013,LB,Jaguars,4,0
J.J. Wilcox,2013,S,Cowboys,5,0
J.J. Watt,2013,DE,Texans,6,0
J.D. Walton,2013,C,Broncos,6,0
Israel Idonije,2013,DE,Lions,6,0
Isaiah Frey,2013,CB,Bears,1,0
Jairus Byrd,2013,S,Patriots,1,0
Jakar Hamilton,2013,S,Cowboys,1,0
Jake Byrne,2013,TE,Texans,1,0
Jake Knott,2013,LB,Eagles,5,0
James Starks,2013,RB,Packers,4,0
James Nixon,2013,CB,Packers,1,0
James Laurinaitis,2013,LB,Rams,2,0
James Jones,2013,WR,Packers,3,0
James Ihedigbo,2013,S,Ravens,2,0
James Dockery,2013,CB,Panthers,4,0
James Casey,2013,TE,Eagles,2,0
James Brown,2013,G,Bears,1,0
James Brewer,2013,G,Giants,1,0
James Anderson,2013,LB,Bears,1,0
Jamari Lattimore,2013,LB,Packers,3,0
Jamarca Sanford,2013,S,Vikings,8,0
Jamar Taylor,2013,CB,Dolphins,7,0
Jamar Taylor,2013,CB,Bills,1,0
Jamaal Charles,2013,RB,Chiefs,4,0
Jake Stoneburner,2013,TE,Packers,1,0
Jake Locker,2013,QB,Titans,4,0
Isa Abdul-Quddus,2013,S,Saints,4,0
Husain Abdullah,2013,S,Chiefs,2,0
Jamie Collins,2013,LB,Patriots,1,0
Geno Smith,2013,QB,Jets,5,0
Glover Quin,2013,S,Lions,5,0
Glenn Foster,2013,DE,Saints,7,0
Glenn Foster,2013,DE,Falcons,1,0
Glenn Dorsey,2013,DT,Niners,2,0
